Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
FukuokakūkōAirport,33.597077777777784,130.44854166666667,54647,博多人形 Queen,33.59708,130.44788,Entertainment,Street Art
FukuokakūkōAirport,33.597077777777784,130.44854166666667,54647,福岡空港国内線旅客ターミナルビル完成予想模型,33.59813,130.4476,Entertainment,Exhibit
FukuokakūkōAirport,33.597077777777784,130.44854166666667,54647,博多人形 斉天大聖,33.597027,130.4486,Entertainment,Street Art
FukuokakūkōAirport,33.597077777777784,130.44854166666667,54647,輝樹 (喚起装置),33.597173,130.448487,Entertainment,Public Art
FukuokakūkōAirport,33.597077777777784,130.44854166666667,54647,ダイキンエアコン看板,33.5983315973249,130.45065673261928,Entertainment,Public Art
Meinohama,33.58370277777778,130.32523611111108,99913,パーラーゾーン 姪浜店,33.5833062072976,130.32564997673035,Entertainment,Pachinko Parlor
Meinohama,33.58370277777778,130.32523611111108,99913,コロッケ倶楽部 姪浜店,33.58183,130.32286,Entertainment,Karaoke Box
Meinohama,33.58370277777778,130.32523611111108,99913,Miki Funnit 福岡西校,33.581649,130.322695,Entertainment,Dance Studio
Meinohama,33.58370277777778,130.32523611111108,99913,ナチュラルガンジャハウスの横,33.587565,130.323309,Entertainment,Music Venue
Ijiri,33.551966666666665,130.44338611111112,22749,JAZZ Bar ALFIE,33.551918,130.444206,Entertainment,Jazz Club
Ijiri,33.551966666666665,130.44338611111112,22749,いじ☆かるstudio,33.549986,130.44295,Entertainment,Comedy Club
Ijiri,33.551966666666665,130.44338611111112,22749,カラオケBanBan 井尻店,33.54798,130.44328,Entertainment,Karaoke Box
Ijiri,33.551966666666665,130.44338611111112,22749,Studio Apartment KICHI,33.553787,130.44821,Entertainment,Music Venue
Sasabaru,33.553275,130.4486138888889,10619,Studio Apartment KICHI,33.553787,130.44821,Entertainment,Music Venue
Sasabaru,33.553275,130.4486138888889,10619,JAZZ Bar ALFIE,33.551918,130.444206,Entertainment,Jazz Club
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,福岡ビッグトップ(箱崎宮外苑),33.616132634392194,130.4173062743195,Entertainment,Performing Arts Venue
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,宮の杜ギャラリー もも庵,33.615449,130.422352,Entertainment,Art Gallery
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,蒙古軍船碇石,33.614627,130.422533,Entertainment,Exhibit
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,Shidax Karaoke,33.618966,130.419551,Entertainment,Karaoke Box
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,ハコビル•ハコ町屋,33.61896491674518,130.42284733562605,Entertainment,Art Gallery
HakozakimiyamaeHakozakiShrine,33.61583333333333,130.41958055555554,9037,Blowin',33.61199957756703,130.4220303530181,Entertainment,Music Venue
KashiiMiyamae,33.65465833333333,130.44252500000002,2418,ワンダーランド 香椎本館,33.65399,130.43959,Entertainment,Pachinko Parlor
KashiiMiyamae,33.65465833333333,130.44252500000002,2418,ワンダーランド香椎Ⅱ,33.651896,130.444085,Entertainment,Pachinko Parlor
KashiiMiyamae,33.65465833333333,130.44252500000002,2418,福太郎 千客万来,33.658623,130.44083,Entertainment,Outdoor Sculpture
KashiiMiyamae,33.65465833333333,130.44252500000002,2418,ジャンカラ,33.659122605010005,130.44279419222926,Entertainment,Karaoke Box
Zasshonokuma,33.547225,130.46269999999998,15047,常設ミニ展示(さざんぴあ博多内),33.546825,130.46112,Entertainment,Art Museum
Zasshonokuma,33.547225,130.46269999999998,15047,Ｓスタ,33.544067,130.46088,Entertainment,Music Venue
Zasshonokuma,33.547225,130.46269999999998,15047,CTC,33.543087,130.462555,Entertainment,Theater
Yoshizuka,33.60716111111111,130.42390555555556,30073,Anime,33.6053829174489,130.422497084364,Entertainment,Art Gallery
Yoshizuka,33.60716111111111,130.42390555555556,30073,日蓮聖人立像,33.60674740913501,130.4209005832672,Entertainment,Outdoor Sculpture
Yoshizuka,33.60716111111111,130.42390555555556,30073,三ノ上万由美バレエスタジオ,33.610276,130.423429,Entertainment,Dance Studio
Yoshizuka,33.60716111111111,130.42390555555556,30073,ひばり 吉塚店,33.604023,130.42421,Entertainment,Pachinko Parlor
Yoshizuka,33.60716111111111,130.42390555555556,30073,元寇史料館,33.606483,130.420159,Entertainment,History Museum
NishitetsuKashii,33.659375,130.4417527777778,3930,清張ゆかりの桜,33.659424,130.44156,Entertainment,Memorial Site
NishitetsuKashii,33.659375,130.4417527777778,3930,ジャンカラ,33.659122605010005,130.44279419222926,Entertainment,Karaoke Box
NishitetsuKashii,33.659375,130.4417527777778,3930,コロッケ倶楽部 香椎駅前店,33.659237,130.44319,Entertainment,Karaoke Box
NishitetsuKashii,33.659375,130.4417527777778,3930,福太郎 千客万来,33.658623,130.44083,Entertainment,Outdoor Sculpture
NishitetsuChihayaChihaya,33.649258333333336,130.44016388888892,25434,ビッグエコー 千早店,33.650065369733184,130.43662157355135,Entertainment,Karaoke Box
NishitetsuChihayaChihaya,33.649258333333336,130.44016388888892,25434,カラオケ ピノッキー,33.649107649982014,130.43587760222948,Entertainment,Karaoke Box
NishitetsuChihayaChihaya,33.649258333333336,130.44016388888892,25434,ワンダーランド香椎Ⅱ,33.651896,130.444085,Entertainment,Pachinko Parlor
Takamiya,33.56684166666667,130.4149888888889,20297,高宮駅前 彫刻｢ソフィー｣,33.56702,130.41412,Entertainment,Outdoor Sculpture
Hakozaki,33.61811111111111,130.42700833333333,11947,FUNKY STOMP,33.61749096721917,130.42590739457222,Entertainment,Music Venue
Hakozaki,33.61811111111111,130.42700833333333,11947,テアトルはこざき,33.618571,130.424245,Entertainment,Theater
Hakozaki,33.61811111111111,130.42700833333333,11947,Rock's,33.61864946207661,130.4242118696973,Entertainment,Rock Club
Hakozaki,33.61811111111111,130.42700833333333,11947,箱崎喫茶室,33.61543009125639,130.42551929836392,Entertainment,Comedy Club
Hakozaki,33.61811111111111,130.42700833333333,11947,ハコビル•ハコ町屋,33.61896491674518,130.42284733562605,Entertainment,Art Gallery
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,わんパチアリーナ箱崎店,33.62278439374855,130.41969754747336,Entertainment,Pachinko Parlor
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,カラオケ館 福岡箱崎店,33.62451,130.42006,Entertainment,Karaoke Box
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,Shidax Karaoke,33.618966,130.419551,Entertainment,Karaoke Box
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,ハコビル•ハコ町屋,33.61896491674518,130.42284733562605,Entertainment,Art Gallery
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,Rock's,33.61864946207661,130.4242118696973,Entertainment,Rock Club
HakozakikyūdaimaeHakozakiKyushuUniversity,33.62211111111111,130.42103888888892,6546,テアトルはこざき,33.618571,130.424245,Entertainment,Theater
Noke,33.54833055555555,130.34655833333335,8073,Smiling Music LAB.,33.545886,130.344704,Entertainment,Music Venue
Doi,33.634994444444445,130.4660972222222,2963,マウイヴィーナスクラブ 痩身スタジオ,33.6346549987793,130.46437072753906,Entertainment,Dance Studio
Fukudaimae,33.547469444444445,130.36222777777778,14098,福岡大学 美術部部室,33.547802,130.36626,Entertainment,Art Gallery
Fukudaimae,33.547469444444445,130.36222777777778,14098,カラオケBanBan 福岡大学前店,33.55117993742262,130.36480322190206,Entertainment,Karaoke Box
Nanakuma,33.553263888888885,130.36168055555555,9968,福岡東洋陶磁美術館,33.55235290527344,130.36322021484375,Entertainment,Art Museum
Nanakuma,33.553263888888885,130.36168055555555,9968,PIANOTICE,33.55377124423171,130.35884318056014,Entertainment,Music Venue
Nanakuma,33.553263888888885,130.36168055555555,9968,platz,33.555874,130.361146,Entertainment,Pachinko Parlor
Nanakuma,33.553263888888885,130.36168055555555,9968,カラオケBanBan 福岡大学前店,33.55117993742262,130.36480322190206,Entertainment,Karaoke Box
Kashii,33.65952777777777,130.44411111111108,25321,ジャンカラ,33.659122605010005,130.44279419222926,Entertainment,Karaoke Box
Kashii,33.65952777777777,130.44411111111108,25321,コロッケ倶楽部 香椎駅前店,33.659237,130.44319,Entertainment,Karaoke Box
Kashii,33.65952777777777,130.44411111111108,25321,清張ゆかりの桜,33.659424,130.44156,Entertainment,Memorial Site
Kashii,33.65952777777777,130.44411111111108,25321,福太郎 千客万来,33.658623,130.44083,Entertainment,Outdoor Sculpture
HigashiHie,33.589894444444454,130.43127777777778,23356,明日を創る人,33.588448,130.42664,Entertainment,Outdoor Sculpture
HigashiHie,33.589894444444454,130.43127777777778,23356,Keimu93,33.588596,130.42627,Entertainment,Street Art
Kanayama,33.559372222222215,130.36156111111111,6098,platz,33.555874,130.361146,Entertainment,Pachinko Parlor
Chayama,33.56606388888889,130.36543055555555,4986,歌星人 茶山店,33.56647,130.36607,Entertainment,Karaoke Box
Kaizuka,33.632175000000004,130.42557777777776,38139,マルハン 箱崎店,33.63412487212569,130.4260218327081,Entertainment,Pachinko Parlor
KashiiKaenmae,33.669866666666664,130.4345,3280,香住ヶ丘音楽教室,33.673274,130.433294,Entertainment,Music Venue
Susenji,33.570775000000005,130.24577499999998,10452,MRTミュージックスタジオ周船寺店,33.57294,130.245689,Entertainment,Music Venue
Susenji,33.570775000000005,130.24577499999998,10452,さなっサンち,33.572636,130.24324,Entertainment,Exhibit
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,KARAOKE12,33.67547543394308,130.4394443759896,Entertainment,Music Venue
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,美術館,33.6716206404102,130.44349342121848,Entertainment,Art Museum
Kyūsandaimae,33.67360277777777,130.44119722222223,15324,スタジオM,33.677053101296686,130.43855892100365,Entertainment,Music Venue
KyūdaiGakkentoshi,33.578161111111115,130.25987777777777,18893,コロッケ倶楽部 九大学研都市駅店,33.57856,130.26024,Entertainment,Karaoke Box
KyūdaiGakkentoshi,33.578161111111115,130.25987777777777,18893,スーパーdステーション伊都店,33.578524,130.257027,Entertainment,Pachinko Parlor
KyūdaiGakkentoshi,33.578161111111115,130.25987777777777,18893,ひまわり,33.580235,130.25731,Entertainment,Pachinko Parlor
KyūdaiGakkentoshi,33.578161111111115,130.25987777777777,18893,MEGA FACE伊都1030,33.578066,130.25457,Entertainment,Pachinko Parlor
Tōnoharu,33.680049999999994,130.43450555555555,1092,大成館,33.679821,130.438293,Entertainment,Arts & Entertainment
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Brasileiro (ブラジレイロ),33.59652,130.41014,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Sansui Mizudashi Coffee (山水水出珈琲),33.595812,130.406267,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Caffè Veloce (カフェ・ベローチェ),33.59463089547239,130.406493839638,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Tully's Coffee,33.594098019093735,130.40585694828405,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Doutor Coffee Shop (ドトールコーヒーショップ),33.59776577978096,130.41002959012985,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Caffè Veloce (カフェ・ベローチェ 博多呉服町店),33.597638510240145,130.40963095587108,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,茶家 しのわ,33.594893537837464,130.40623564948035,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,All Day Dining CAMELLIA (オールデイダイニング カメリア),33.595394,130.40463,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Tokado Coffee (豆香洞コーヒー),33.59485220094931,130.40588058797331,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,FIKA COFFEE,33.595493,130.4056,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,珈琲のシャポー 土居町本店,33.59551966708998,130.40710666030506,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Bee Honey Cafe,33.595464010106056,130.40612615005324,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,ヒルス&薔薇屋,33.594582307958255,130.40657410096574,Cafes,Tea Room
Nakasukawabata,33.59498333333334,130.40660277777778,38465,樹樹,33.593704,130.405561,Cafes,Coffee Shop
Nakasukawabata,33.59498333333334,130.40660277777778,38465,お米ちゃんカフェ,33.59514236450195,130.40586853027344,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,アンクル 中洲店,33.594425357588335,130.40415601428367,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,イタリアントマト カフェJr. 博多上川端通り店,33.593242560375536,130.40815287440094,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,カフェ サウスワン,33.59723455560872,130.40566824114828,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,ケンジーズカフェ,33.59483780352632,130.41025090231233,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,brewer’s coffee ばんぢろ,33.592846,130.409406,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Jacques Monod (ジャック・モノー),33.59185547286681,130.40446962367852,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,TOFFEE Park,33.591866,130.40413,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,迎賓館,33.591391796635826,130.4052800112396,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,あどカフェ,33.595665,130.401986,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Casa del Caffè CAGLIARI,33.59095506458055,130.40764419210748,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Engineer Cafe (エンジニアカフェ),33.593121,130.401867,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,Kohakukan (琥珀館),33.592644,130.41103,Cafes,Café
Nakasukawabata,33.59498333333334,130.40660277777778,38465,セリーヌ,33.59085295658586,130.4084698356645,Cafes,Tea Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,Starbucks,33.5896340827616,130.39841294288632,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Qu'il fait bon (キルフェボン福岡),33.587355654415894,130.39822495242714,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Stereo Coffee,33.585741,130.404633,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Starbucks,33.589237,130.39948,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Café & Meal MUJI,33.58749744582117,130.3969258368054,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Komeda's Coffee (コメダ珈琲店),33.58626,130.4032,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,manu coffee (manu coffee 大名店),33.58654,130.397021,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Starbucks,33.5901377893131,130.3989231942275,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Ueshima Coffee House (上島珈琲店),33.590096358917116,130.39786460798265,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Komeda's Coffee (コメダ珈琲店 福岡天神南店),33.589306,130.40363,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,manu coffee (manu coffee 春吉店),33.58675012748883,130.40619916516337,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Starbucks,33.589179,130.398755,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,AUX BACCHANALES,33.58874606711467,130.4012690811982,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Tully's Coffee with U,33.589065,130.401477,Cafes,Coffee Shop
